item_id,split,category,difficulty,expected_action,answer_source,question,gold_answer,answer,required_claim_recall,full_invariant_success,forbidden_hits,citation_count,strict_document_citation_precision,strict_document_citation_recall,api_retrieval_evidence_recall_at_5,explicit_polarity_applicable,explicit_polarity_match,input_tokens,output_tokens,turn_index,paired_core_item_id
DHHPQA-TEST-A2-020,TEST,A2,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,Ngưỡng đầu vào PT1 của Logistics và vận tải đa phương thức là bao nhiêu?,"Ngưỡng PT1 là 18,00 điểm.","Ngưỡng đầu vào PT1 ngành **Logistics và vận tải đa phương thức** (mã 731010104) là **18,00 điểm**; không có điều kiện bổ sung được công bố. [03_programs_current_2026__t512_o128__c0004]",1.0,1,0,1,1.0,1.0,1.0,0,,3885,66,,
DHHPQA-TEST-A2-021,TEST,A2,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,Mã xét tuyển của chương trình Tâm lý học giáo dục là gì?,Mã xét tuyển là 731040101.,Mã xét tuyển chương trình **Tâm lý học giáo dục** là **731040101**. [03_programs_current_2026__t512_o128__c0004],1.0,1,0,1,1.0,1.0,1.0,0,,3494,43,,
DHHPQA-TEST-A2-022,TEST,A2,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,Nhật Bản học xét những tổ hợp môn nào?,"Các tổ hợp xét tuyển gồm C00, D01, D04, D06, DD2.","Ngành Nhật Bản học xét các tổ hợp: **C00, D01, D04, D06, DD2**. [03_programs_current_2026__t512_o128__c0004]",1.0,1,0,1,1.0,1.0,1.0,0,,4827,50,,
DHHPQA-TEST-A2-023,TEST,A2,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,Công tác xã hội sử dụng những phương thức xét tuyển nào?,"Các phương thức là PT1, PT2, PT3, PT4, PT5.","Công tác xã hội (mã 776010101) xét tuyển bằng: PT1, PT2, PT3, PT4 và PT5. [03_programs_current_2026__t512_o128__c0004]

- PT1: điểm thi tốt nghiệp THPT 2026.  
- PT2: học bạ lớp 10–12.  
- PT3: kết hợp chứng chỉ ngoại ngữ với điểm thi THPT hoặc học bạ.  
- PT4: điểm HSA, TSA hoặc SPT năm 2026.  
- PT5: xét tuyển thẳng theo quy định. [02_methods_restrictions__t512_o128__c0001]",1.0,1,0,2,0.5,1.0,1.0,0,,3032,151,,
DHHPQA-TEST-A2-024,TEST,A2,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,Chỉ tiêu hiện hành của Quản trị dịch vụ du lịch và lữ hành được công bố như thế nào?,Nguồn hiện hành chỉ công bố tổng 210 chỉ tiêu cho nhóm chứa Quản trị dịch vụ du lịch và lữ hành; chưa công bố phân bổ riêng cho mã 781010301.,"Nguồn hiện hành công bố **210 chỉ tiêu cho cả nhóm/ngành Quản trị dịch vụ du lịch và lữ hành**; chưa công bố chỉ tiêu phân bổ riêng cho mã 781010301. [03_programs_current_2026__t512_o128__c0005]  
Không thể suy ra chỉ tiêu riêng từ chỉ tiêu nhóm. [00_source_policy__t512_o128__c0001]",1.0,1,0,2,0.5,1.0,1.0,0,,3866,92,,
DHHPQA-TEST-A2-025,TEST,A2,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Ngưỡng đầu vào PT1 của Quản trị lữ hành, khách sạn là bao nhiêu?","Ngưỡng PT1 là 17,00 điểm.","Ngưỡng đầu vào PT1 của mã 781010302 – Quản trị lữ hành, khách sạn là **17,00 điểm**; không công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0005]",1.0,1,0,1,1.0,1.0,1.0,0,,3806,62,,
DHHPQA-TEST-A2-026,TEST,A2,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,Mã xét tuyển của chương trình Hướng dẫn du lịch là gì?,Mã xét tuyển là 781010303.,Mã xét tuyển chương trình **Hướng dẫn du lịch** là **781010303**. [03_programs_current_2026__t512_o128__c0005],1.0,1,0,1,1.0,1.0,1.0,0,,3782,42,,
DHHPQA-TEST-A2-027,TEST,A2,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,Xây dựng dân dụng và công nghiệp xét những tổ hợp môn nào?,"Các tổ hợp xét tuyển gồm A00, A01, A02, A10, C01, D01.","Ngành **Xây dựng dân dụng và công nghiệp** (mã 7510103) xét các tổ hợp: **A00, A01, A02, A10, C01, D01**. [03_programs_current_2026__t512_o128__c0006]",1.0,1,0,1,1.0,1.0,1.0,0,,5302,67,,
DHHPQA-TEST-A2-028,TEST,A2,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,Công nghệ chế tạo máy sử dụng những phương thức xét tuyển nào?,"Các phương thức là PT1, PT2, PT3, PT4, PT5.","Ngành **Công nghệ chế tạo máy** (mã 751020201) xét tuyển theo 5 phương thức: **PT1, PT2, PT3, PT4, PT5**. [03_programs_current_2026__t512_o128__c0006]

- PT1: điểm thi tốt nghiệp THPT 2026  
- PT2: học bạ lớp 10, 11, 12  
- PT3: kết hợp chứng chỉ ngoại ngữ với điểm thi THPT hoặc học bạ  
- PT4: điểm HSA, TSA hoặc SPT 2026  
- PT5: xét tuyển thẳng. [02_methods_restrictions__t512_o128__c0001]",1.0,1,0,2,0.5,1.0,1.0,0,,2974,158,,
DHHPQA-TEST-A2-029,TEST,A2,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,Chỉ tiêu hiện hành của Công nghệ kỹ thuật cơ điện tử được công bố như thế nào?,Chỉ tiêu hiện hành của Công nghệ kỹ thuật cơ điện tử là 110.,"Chỉ tiêu **dự kiến** của ngành **Công nghệ kỹ thuật cơ điện tử**, mã xét tuyển **751020301**, là **110**. Nguồn hiện hành công bố theo mã này, không phải chỉ tiêu nhóm. [03_programs_current_2026__t512_o128__c0006]",1.0,1,0,1,1.0,1.0,1.0,0,,4772,72,,
DHHPQA-TEST-A2-030,TEST,A2,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,Ngưỡng đầu vào PT1 của Điện công nghiệp và dân dụng là bao nhiêu?,"Ngưỡng PT1 là 16,50 điểm.","Ngưỡng đầu vào PT1 của ngành **Điện công nghiệp và dân dụng** (mã 751030102) là **16,50 điểm**; không công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0006]",1.0,1,0,1,1.0,1.0,1.0,0,,3429,64,,
DHHPQA-TEST-A2-031,TEST,A2,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,Mã xét tuyển của chương trình Điện tự động công nghiệp là gì?,Mã xét tuyển là 751030302.,Mã xét tuyển chương trình **Điện tự động công nghiệp** là **751030302**. [03_programs_current_2026__t512_o128__c0006],1.0,1,0,1,1.0,1.0,1.0,0,,4809,43,,
DHHPQA-TEST-A2-032,TEST,A2,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,Giáo dục Tiểu học xét những tổ hợp môn nào?,"Các tổ hợp xét tuyển gồm A01, C01, C02, C03, C04, D01.","Ngành Giáo dục Tiểu học (7140202) xét các tổ hợp: **A01, C01, C02, C03, C04, D01**. [03_programs_current_2026__t512_o128__c0007]",1.0,1,0,1,1.0,1.0,1.0,0,,3613,60,,
DHHPQA-TEST-A2-033,TEST,A2,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,Giáo dục Thể chất sử dụng những phương thức xét tuyển nào?,"Các phương thức là PT1, PT2, PT5.","Giáo dục Thể chất (mã 7140206) xét tuyển theo: **PT1, PT2 và PT5**. [03_programs_current_2026__t512_o128__c0007]

- **PT1:** kết quả thi tốt nghiệp THPT 2026. [02_methods_restrictions__t512_o128__c0001]  
- **PT2:** kết quả học tập cả năm lớp 10, 11, 12. [02_methods_restrictions__t512_o128__c0001]  
- **PT5:** xét tuyển thẳng theo quy định. [02_methods_restrictions__t512_o128__c0001]",1.0,1,0,4,0.25,1.0,1.0,0,,2673,152,,
DHHPQA-TEST-A2-034,TEST,A2,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,Chỉ tiêu hiện hành của Sư phạm Toán học được công bố như thế nào?,Chỉ tiêu hiện hành của Sư phạm Toán học là 110.,Chỉ tiêu hiện hành được công bố theo mã xét tuyển **714020901 – Sư phạm Toán học** là **110 chỉ tiêu dự kiến**. [03_programs_current_2026__t512_o128__c0007],1.0,1,0,1,1.0,1.0,1.0,0,,2722,55,,
DHHPQA-TEST-A2-035,TEST,A2,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,Ngưỡng đầu vào PT1 của Sư phạm Ngữ văn là bao nhiêu?,"Ngưỡng PT1 là 20,00 điểm.","Ngưỡng đầu vào PT1 ngành Sư phạm Ngữ văn là **20,00 điểm**; không công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0007]",1.0,1,0,1,1.0,1.0,1.0,0,,2663,52,,
DHHPQA-TEST-A2-036,TEST,A2,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,Mã xét tuyển của chương trình Sư phạm Tiếng Anh là gì?,Mã xét tuyển là 714023101.,Mã xét tuyển chương trình **Sư phạm Tiếng Anh** là **714023101**. [03_programs_current_2026__t512_o128__c0007],1.0,1,0,1,1.0,1.0,1.0,0,,2625,43,,
DHHPQA-TEST-A3-001,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh có 18,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Kinh tế: Logistics và vận tải đa phương thức (CLC) không?","Có. 18,25 điểm đạt ngưỡng 18,00 của Kinh tế: Logistics và vận tải đa phương thức (CLC).","Có. Điểm PT1 18,25 cao hơn ngưỡng 18,00 của ngành Kinh tế: Logistics và vận tải đa phương thức (CLC); ngành không công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0001]",1.0,1,0,1,1.0,1.0,1.0,1,1,5772,66,,
DHHPQA-TEST-A3-002,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản trị kinh doanh: Kinh doanh số và đổi mới sáng tạo (CLC) không?","Không. 17,25 điểm thấp hơn ngưỡng 17,50 của Quản trị kinh doanh: Kinh doanh số và đổi mới sáng tạo (CLC).","Không. Điểm PT1 17,25 thấp hơn ngưỡng 17,50 của chương trình này; chương trình không công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0001]",1.0,1,0,1,1.0,1.0,1.0,1,1,5776,56,,
DHHPQA-TEST-A3-003,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh có 17,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản trị kinh doanh: Quản trị kinh doanh quốc tế (CLC) không?","Có. 17,75 điểm đạt ngưỡng 17,50 của Quản trị kinh doanh: Quản trị kinh doanh quốc tế (CLC).","Có. Điểm PT1 17,75 cao hơn ngưỡng 17,50 của chương trình Quản trị kinh doanh quốc tế (CLC), và chương trình không công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0001]",1.0,1,0,1,1.0,1.0,1.0,1,1,5706,65,,
DHHPQA-TEST-A3-004,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Kế toán: Kế toán doanh nghiệp theo định hướng ACCA (CLC) không?","Không. 17,25 điểm thấp hơn ngưỡng 17,50 của Kế toán: Kế toán doanh nghiệp theo định hướng ACCA (CLC).","Không. Điểm PT1 17,25 thấp hơn ngưỡng 17,50 của Kế toán doanh nghiệp theo định hướng ACCA (CLC); chương trình không có điều kiện bổ sung công bố. [03_programs_current_2026__t512_o128__c0001]",1.0,1,0,1,1.0,1.0,1.0,1,1,5432,66,,
DHHPQA-TEST-A3-005,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh có 17,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Công nghệ thông tin: Thiết kế game và Multimedia (CLC) không?","Có. 17,75 điểm đạt ngưỡng 17,50 của Công nghệ thông tin: Thiết kế game và Multimedia (CLC).","Có. Điểm PT1 17,75 cao hơn ngưỡng 17,50 của Công nghệ thông tin: Thiết kế game và Multimedia (CLC); ngành không công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0001]",1.0,1,0,1,1.0,1.0,1.0,1,1,4766,65,,
DHHPQA-TEST-A3-006,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Công nghệ kỹ thuật điện, điện tử: Công nghệ điện tử, vi mạch và bán dẫn (CLC) không?","Không. 17,25 điểm thấp hơn ngưỡng 17,50 của Công nghệ kỹ thuật điện, điện tử: Công nghệ điện tử, vi mạch và bán dẫn (CLC).","Không đạt ngưỡng PT1: điểm 17,25 thấp hơn ngưỡng 17,50 của chương trình này. Chương trình không có điều kiện bổ sung công bố. [03_programs_current_2026__t512_o128__c0001]",1.0,1,0,1,1.0,1.0,1.0,1,1,5752,61,,
DHHPQA-TEST-A3-007,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản trị kinh doanh không?","Có. 17,25 điểm đạt ngưỡng 17,00 của Quản trị kinh doanh.","Có. Với mã 734010101 Quản trị kinh doanh, ngưỡng PT1 là 17,00 và không có điều kiện bổ sung; 17,25 điểm đáp ứng ngưỡng đầu vào. [03_programs_current_2026__t512_o128__c0002]",1.0,1,0,1,1.0,1.0,1.0,1,1,4786,67,,
DHHPQA-TEST-A3-008,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản trị tài chính kế toán không?","Không. 16,75 điểm thấp hơn ngưỡng 17,00 của Quản trị tài chính kế toán.","Có. Điểm PT1 16,75 chưa đạt ngưỡng 17,00 của ngành Quản trị tài chính kế toán; ngành này không công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0002]",1.0,1,0,1,1.0,1.0,1.0,1,0,4788,61,,
DHHPQA-TEST-A3-009,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Marketing số không?","Có. 17,25 điểm đạt ngưỡng 17,00 của Marketing số.","Có. Điểm PT1 17,25 cao hơn ngưỡng 17,00 của Marketing số; ngành này không công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0002]",1.0,1,0,1,1.0,1.0,1.0,1,1,4783,55,,
DHHPQA-TEST-A3-010,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Marketing không?","Không. 16,75 điểm thấp hơn ngưỡng 17,00 của Marketing.","Có. Điểm PT1 16,75 chưa đạt ngưỡng 17,00 của ngành Marketing (mã 734011502), nên **không đạt ngưỡng**; ngành không có điều kiện bổ sung được công bố. [03_programs_current_2026__t512_o128__c0002]",1.0,1,0,1,1.0,1.0,1.0,1,0,4782,73,,
DHHPQA-TEST-A3-011,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Truyền thông marketing không?","Có. 17,25 điểm đạt ngưỡng 17,00 của Truyền thông marketing.","Có. Điểm PT1 17,25 cao hơn ngưỡng 17,00 của Truyền thông marketing; ngành không công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0002]",1.0,1,0,1,1.0,1.0,1.0,1,1,4786,57,,
DHHPQA-TEST-A3-012,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Thương mại điện tử không?","Không. 16,75 điểm thấp hơn ngưỡng 17,00 của Thương mại điện tử.","Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của ngành Thương mại điện tử; ngành này không có điều kiện bổ sung được công bố. [03_programs_current_2026__t512_o128__c0002]",1.0,1,0,1,1.0,1.0,1.0,1,1,4786,61,,
DHHPQA-TEST-A3-013,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Tài chính doanh nghiệp không?","Có. 17,25 điểm đạt ngưỡng 17,00 của Tài chính doanh nghiệp.","Có. Điểm PT1 17,25 cao hơn ngưỡng 17,00 của Tài chính doanh nghiệp; ngành không công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0002]",1.0,1,0,1,1.0,1.0,1.0,1,1,4786,57,,
DHHPQA-TEST-A3-014,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Kế toán doanh nghiệp không?","Không. 16,75 điểm thấp hơn ngưỡng 17,00 của Kế toán doanh nghiệp.","Không. PT1 16,75 thấp hơn ngưỡng 17,00 của Kế toán doanh nghiệp (mã 734030102); ngành này không có điều kiện bổ sung được công bố. [03_programs_current_2026__t512_o128__c0003]",1.0,1,0,1,1.0,1.0,1.0,1,1,3993,65,,
DHHPQA-TEST-A3-015,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Kế toán - Kiểm toán không?","Có. 17,25 điểm đạt ngưỡng 17,00 của Kế toán - Kiểm toán.","Có. PT1 17,25 cao hơn ngưỡng 17,00 của Kế toán - Kiểm toán; ngành không công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0003]",1.0,1,0,1,1.0,1.0,1.0,1,1,4788,57,,
DHHPQA-TEST-A3-016,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Ngôn ngữ Trung Quốc không?","Không. 17,25 điểm thấp hơn ngưỡng 17,50 của Ngôn ngữ Trung Quốc.","Không. Điểm PT1 17,25 thấp hơn ngưỡng 17,50 của Ngôn ngữ Trung Quốc; ngành không có điều kiện bổ sung công bố. [03_programs_current_2026__t512_o128__c0003]",1.0,1,0,1,1.0,1.0,1.0,1,1,3993,59,,
DHHPQA-TEST-A3-017,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Văn học không?","Có. 17,25 điểm đạt ngưỡng 17,00 của Văn học.","Có. PT1 của Văn học có ngưỡng 17,00; thí sinh đạt 17,25 và ngành không công bố điều kiện bổ sung. [03_programs_current_2026__t512_o128__c0003]",1.0,1,0,1,1.0,1.0,1.0,1,1,5363,56,,
DHHPQA-TEST-A3-018,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Kinh tế ngoại thương không?","Không. 16,75 điểm thấp hơn ngưỡng 17,00 của Kinh tế ngoại thương.","Có. Điểm PT1 16,75 chưa đạt ngưỡng 17,00 của Kinh tế ngoại thương; tuy nhiên, kết luận là **không đạt ngưỡng**. Ngành này không có điều kiện bổ sung công bố. [03_programs_current_2026__t512_o128__c0004]",1.0,1,0,1,1.0,1.0,1.0,1,0,4786,75,,
DHHPQA-TEST-A3-019,TEST,A3,MEDIUM,ANSWER,C6_LOCAL,Ngôn ngữ Trung Quốc có xét PT2 bằng học bạ không?,Không. Ngôn ngữ Trung Quốc không xét PT2.,Không. Chương trình được hỏi thuộc nhóm không xét PT2 theo quy định tuyển sinh năm 2026. [DHHP-2026-METHODS],1.0,1,0,1,1.0,1.0,,1,1,0,0,,
DHHPQA-TEST-A3-020,TEST,A3,MEDIUM,ANSWER,C6_LOCAL,Ngôn ngữ Trung Quốc có dùng kết quả HSA theo PT4 không?,Không. Ngôn ngữ Trung Quốc không xét PT4.,"Không. Các ngành đào tạo giáo viên, Ngôn ngữ Anh, Ngôn ngữ Trung Quốc và Nhật Bản học không xét PT4. [DHHP-2026-METHODS]",1.0,1,0,1,1.0,1.0,,1,1,0,0,,
DHHPQA-TEST-A3-021,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,Nhật Bản học có xét PT3.2 không?,Không. Nhật Bản học không xét PT3.2.,"Không. Ngành Nhật Bản học (731060801) không xét PT3.2; chỉ áp dụng PT1, PT3.1 và PT5. [02_methods_restrictions__t512_o128__c0001] [03_programs_current_2026__t512_o128__c0004]",1.0,1,0,2,0.5,1.0,1.0,1,1,3920,72,,
DHHPQA-TEST-A3-022,TEST,A3,MEDIUM,ANSWER,C6_LOCAL,Giáo dục Tiểu học có xét PT2 không?,Không. Giáo dục Tiểu học thuộc nhóm đào tạo giáo viên và không xét PT2.,Không. Chương trình được hỏi thuộc nhóm không xét PT2 theo quy định tuyển sinh năm 2026. [DHHP-2026-METHODS],1.0,1,0,1,1.0,1.0,,1,1,0,0,,
DHHPQA-TEST-A3-023,TEST,A3,MEDIUM,ANSWER,C6_LOCAL,Sư phạm Ngữ văn có xét PT4 không?,Không. Các ngành đào tạo giáo viên không xét PT4.,"Không. Các ngành đào tạo giáo viên, Ngôn ngữ Anh, Ngôn ngữ Trung Quốc và Nhật Bản học không xét PT4. [DHHP-2026-METHODS]",1.0,1,0,1,1.0,1.0,,1,1,0,0,,
DHHPQA-TEST-A3-024,TEST,A3,MEDIUM,ANSWER,C6_LOCAL,Giáo dục Thể chất có xét PT2 không?,Có. Giáo dục Thể chất là ngoại lệ và có xét PT2.,Có. Giáo dục Thể chất là ngoại lệ trong nhóm ngành đào tạo giáo viên và có xét PT2; thí sinh vẫn phải đáp ứng các điều kiện chung của ngành đào tạo giáo viên. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1.0,1,0,2,0.5,1.0,,1,1,0,0,,
DHHPQA-TEST-A3-025,TEST,A3,MEDIUM,ANSWER,C6_LOCAL,"TOEIC Nghe 275, Đọc 275, Nói 120, Viết 120 có đạt mức tối thiểu để xem xét quy đổi không?",Có. Bộ điểm đạt đủ các mức tối thiểu cho bốn kỹ năng.,"Có. Bộ điểm TOEIC này đạt mức tối thiểu: Nghe 275, Đọc 275, Nói 120 và Viết 120. [DHHP-2026-CERTIFICATES]",1.0,1,0,1,1.0,1.0,,1,1,0,0,,
DHHPQA-TEST-A3-026,TEST,A3,MEDIUM,ANSWER,C6_LOCAL,"TOEIC Nghe 274, Đọc 300, Nói 130, Viết 130 có đạt mức tối thiểu để xem xét quy đổi không?",Không. Ít nhất một kỹ năng thấp hơn mức tối thiểu quy định.,"Không. Bộ điểm TOEIC này chưa đạt mức tối thiểu: Nghe 275, Đọc 275, Nói 120 và Viết 120. [DHHP-2026-CERTIFICATES]",1.0,1,0,1,1.0,1.0,,1,1,0,0,,
DHHPQA-TEST-A3-027,TEST,A3,MEDIUM,ANSWER,C6_LOCAL,"TOEIC Nghe 300, Đọc 274, Nói 130, Viết 130 có đạt mức tối thiểu để xem xét quy đổi không?",Không. Ít nhất một kỹ năng thấp hơn mức tối thiểu quy định.,"Không. Bộ điểm TOEIC này chưa đạt mức tối thiểu: Nghe 275, Đọc 275, Nói 120 và Viết 120. [DHHP-2026-CERTIFICATES]",1.0,1,0,1,1.0,1.0,,1,1,0,0,,
DHHPQA-TEST-A3-028,TEST,A3,MEDIUM,ANSWER,C6_LOCAL,"TOEIC Nghe 300, Đọc 300, Nói 119, Viết 130 có đạt mức tối thiểu để xem xét quy đổi không?",Không. Ít nhất một kỹ năng thấp hơn mức tối thiểu quy định.,"Không. Bộ điểm TOEIC này chưa đạt mức tối thiểu: Nghe 275, Đọc 275, Nói 120 và Viết 120. [DHHP-2026-CERTIFICATES]",1.0,1,0,1,1.0,1.0,,1,1,0,0,,
DHHPQA-TEST-A3-029,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh trúng tuyển chương trình chất lượng cao bằng PT1 với 24,90 điểm được hưởng mức học bổng học phí nào?",Không có học bổng học phí năm thứ nhất theo hai mức được công bố.,"Không thuộc mức học bổng 50% hoặc 100% học phí năm thứ nhất, vì 24,90 điểm PT1 thấp hơn mốc 25,00. Thí sinh vẫn được miễn phí gửi xe và ở ký túc xá năm thứ nhất nếu học chương trình CLC. [07_scholarships_tuition__t512_o128__c0001]",1.0,1,0,1,1.0,1.0,1.0,1,1,2331,84,,
DHHPQA-TEST-A3-030,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh trúng tuyển chương trình chất lượng cao bằng PT1 với 25,00 điểm được hưởng mức học bổng học phí nào?",Được học bổng 50% học phí năm thứ nhất.,"Có. Với 25,00 điểm trúng tuyển theo PT1, thí sinh chương trình chất lượng cao được học bổng **50% học phí năm thứ nhất**. [07_scholarships_tuition__t512_o128__c0001]",1.0,1,0,1,1.0,1.0,1.0,0,,2051,59,,
DHHPQA-TEST-A3-031,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh trúng tuyển chương trình chất lượng cao bằng PT1 với 26,99 điểm được hưởng mức học bổng học phí nào?",Được học bổng 50% học phí năm thứ nhất.,"Có. Điểm PT1 26,99 thuộc khoảng từ 25,00 đến dưới 27,00, nên được học bổng **50% học phí năm thứ nhất** của chương trình chất lượng cao. [07_scholarships_tuition__t512_o128__c0001]",1.0,1,0,1,1.0,1.0,1.0,0,,2331,67,,
DHHPQA-TEST-A3-032,TEST,A3,MEDIUM,ANSWER,GPT_5_6_TERRA_BATCH,"Thí sinh trúng tuyển chương trình chất lượng cao bằng PT1 với 27,00 điểm được hưởng mức học bổng học phí nào?",Được học bổng 100% học phí năm thứ nhất.,"Thí sinh trúng tuyển chương trình chất lượng cao bằng PT1 với 27,00 điểm được học bổng **100% học phí năm thứ nhất**. [07_scholarships_tuition__t512_o128__c0001]",1.0,1,0,1,1.0,1.0,1.0,0,,2332,56,,
DHHPQA-TEST-A4-001,TEST,A4,HARD,ANSWER,GPT_5_6_TERRA_BATCH,"Hãy tóm tắt mã xét tuyển, phương thức, tổ hợp, chỉ tiêu hiện hành và ngưỡng PT1 của Kinh tế: Logistics và vận tải đa phương thức (CLC).","Mã 731010120; phương thức PT1, PT2, PT3, PT4, PT5; tổ hợp A00, A01, C01, C03, C04, D01; Chỉ tiêu hiện hành của Kinh tế: Logistics và vận tải đa phương thức (CLC) là 50. Ngưỡng PT1 18,00 điểm.","- **Mã xét tuyển:** 731010120; **mã ngành:** 7310101. [03_programs_current_2026__t512_o128__c0001]  
- **Phương thức:** PT1, PT2, PT3, PT4, PT5. PT1 là xét điểm thi tốt nghiệp THPT năm 2026. [03_programs_current_2026__t512_o128__c0001] [02_methods_restrictions__t512_o128__c0001]  
- **Tổ hợp:** A00, A01, C01, C03, C04, D01. [03_programs_current_2026__t512_o128__c0001]  
- **Chỉ tiêu hiện hành:** dự kiến 50. [03_programs_current_2026__t512_o128__c0001]  
- **Ngưỡng PT1:** 18,00; chưa công bố điều kiện bổ sung trong bảng ngưỡng. [03_programs_current_2026__t512_o128__c0001]",1.0,1,0,6,0.8333333333333334,0.5,0.5,0,,2998,235,,
