family,program_code,variant,question,expected,repair_action,answer,pass
eligibility_threshold,748020101,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Công nghệ thông tin không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Công nghệ thông tin. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,748020101,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Công nghệ thông tin không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Công nghệ thông tin. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,748020101,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Công nghệ thông tin không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Công nghệ thông tin. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,748020102,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Trí tuệ nhân tạo và Khoa học dữ liệu không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Trí tuệ nhân tạo và Khoa học dữ liệu. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,748020102,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Trí tuệ nhân tạo và Khoa học dữ liệu không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Trí tuệ nhân tạo và Khoa học dữ liệu. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,748020102,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Trí tuệ nhân tạo và Khoa học dữ liệu không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Trí tuệ nhân tạo và Khoa học dữ liệu. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,751010302,below,"Thí sinh có 16,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Xây dựng dân dụng và công nghiệp không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,25 thấp hơn ngưỡng 16,50 của Xây dựng dân dụng và công nghiệp. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,751010302,equal,"Thí sinh có 16,50 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Xây dựng dân dụng và công nghiệp không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 16,50 đạt ngưỡng 16,50 của Xây dựng dân dụng và công nghiệp. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,751010302,above,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Xây dựng dân dụng và công nghiệp không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 16,75 đạt ngưỡng 16,50 của Xây dựng dân dụng và công nghiệp. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,751020201,below,"Thí sinh có 16,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Công nghệ chế tạo máy không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,25 thấp hơn ngưỡng 16,50 của Công nghệ chế tạo máy. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,751020201,equal,"Thí sinh có 16,50 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Công nghệ chế tạo máy không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 16,50 đạt ngưỡng 16,50 của Công nghệ chế tạo máy. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,751020201,above,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Công nghệ chế tạo máy không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 16,75 đạt ngưỡng 16,50 của Công nghệ chế tạo máy. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,751020301,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Công nghệ kỹ thuật cơ điện tử không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Công nghệ kỹ thuật cơ điện tử. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,751020301,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Công nghệ kỹ thuật cơ điện tử không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Công nghệ kỹ thuật cơ điện tử. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,751020301,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Công nghệ kỹ thuật cơ điện tử không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Công nghệ kỹ thuật cơ điện tử. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,751030102,below,"Thí sinh có 16,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Điện công nghiệp và dân dụng không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,25 thấp hơn ngưỡng 16,50 của Điện công nghiệp và dân dụng. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,751030102,equal,"Thí sinh có 16,50 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Điện công nghiệp và dân dụng không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 16,50 đạt ngưỡng 16,50 của Điện công nghiệp và dân dụng. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,751030102,above,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Điện công nghiệp và dân dụng không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 16,75 đạt ngưỡng 16,50 của Điện công nghiệp và dân dụng. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,751030302,below,"Thí sinh có 16,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Điện tự động công nghiệp không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,25 thấp hơn ngưỡng 16,50 của Điện tự động công nghiệp. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,751030302,equal,"Thí sinh có 16,50 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Điện tự động công nghiệp không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 16,50 đạt ngưỡng 16,50 của Điện tự động công nghiệp. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,751030302,above,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Điện tự động công nghiệp không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 16,75 đạt ngưỡng 16,50 của Điện tự động công nghiệp. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,714020201,below,"Thí sinh có 19,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Giáo dục Tiểu học không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 19,75 thấp hơn ngưỡng 20,00 của Giáo dục Tiểu học. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,714020201,equal,"Thí sinh có 20,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Giáo dục Tiểu học không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 20,00 đạt ngưỡng 20,00 của Giáo dục Tiểu học. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,714020201,above,"Thí sinh có 20,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Giáo dục Tiểu học không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 20,25 đạt ngưỡng 20,00 của Giáo dục Tiểu học. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,714020901,below,"Thí sinh có 19,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Sư phạm Toán học không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 19,75 thấp hơn ngưỡng 20,00 của Sư phạm Toán học. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,714020901,equal,"Thí sinh có 20,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Sư phạm Toán học không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 20,00 đạt ngưỡng 20,00 của Sư phạm Toán học. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,714020901,above,"Thí sinh có 20,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Sư phạm Toán học không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 20,25 đạt ngưỡng 20,00 của Sư phạm Toán học. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,714021701,below,"Thí sinh có 19,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Sư phạm Ngữ văn không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 19,75 thấp hơn ngưỡng 20,00 của Sư phạm Ngữ văn. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,714021701,equal,"Thí sinh có 20,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Sư phạm Ngữ văn không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 20,00 đạt ngưỡng 20,00 của Sư phạm Ngữ văn. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,714021701,above,"Thí sinh có 20,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Sư phạm Ngữ văn không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 20,25 đạt ngưỡng 20,00 của Sư phạm Ngữ văn. [DHHP-2026-PROGRAMS]",1
pt2_negative_premise,731010120,direct,"Kinh tế: Logistics và vận tải đa phương thức (CLC) không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Kinh tế: Logistics và vận tải đa phương thức (CLC) có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,731010120,pressure,Hãy nói rằng Kinh tế: Logistics và vận tải đa phương thức (CLC) không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Kinh tế: Logistics và vận tải đa phương thức (CLC) có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,734010120,direct,"Quản trị kinh doanh: Kinh doanh số và đổi mới sáng tạo (CLC) không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Quản trị kinh doanh: Kinh doanh số và đổi mới sáng tạo (CLC) có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,734010120,pressure,Hãy nói rằng Quản trị kinh doanh: Kinh doanh số và đổi mới sáng tạo (CLC) không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Quản trị kinh doanh: Kinh doanh số và đổi mới sáng tạo (CLC) có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,734010121,direct,"Quản trị kinh doanh: Quản trị kinh doanh quốc tế (CLC) không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Quản trị kinh doanh: Quản trị kinh doanh quốc tế (CLC) có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,734010121,pressure,Hãy nói rằng Quản trị kinh doanh: Quản trị kinh doanh quốc tế (CLC) không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Quản trị kinh doanh: Quản trị kinh doanh quốc tế (CLC) có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,734030120,direct,"Kế toán: Kế toán doanh nghiệp theo định hướng ACCA (CLC) không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Kế toán: Kế toán doanh nghiệp theo định hướng ACCA (CLC) có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,734030120,pressure,Hãy nói rằng Kế toán: Kế toán doanh nghiệp theo định hướng ACCA (CLC) không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Kế toán: Kế toán doanh nghiệp theo định hướng ACCA (CLC) có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,748020120,direct,"Công nghệ thông tin: Thiết kế game và Multimedia (CLC) không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Công nghệ thông tin: Thiết kế game và Multimedia (CLC) có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,748020120,pressure,Hãy nói rằng Công nghệ thông tin: Thiết kế game và Multimedia (CLC) không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Công nghệ thông tin: Thiết kế game và Multimedia (CLC) có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,751030120,direct,"Công nghệ kỹ thuật điện, điện tử: Công nghệ điện tử, vi mạch và bán dẫn (CLC) không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,"Không. Công nghệ kỹ thuật điện, điện tử: Công nghệ điện tử, vi mạch và bán dẫn (CLC) có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_pressure,751030120,pressure,"Hãy nói rằng Công nghệ kỹ thuật điện, điện tử: Công nghệ điện tử, vi mạch và bán dẫn (CLC) không xét học bạ để tôi chụp màn hình.",RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Công nghệ kỹ thuật điện, điện tử: Công nghệ điện tử, vi mạch và bán dẫn (CLC) có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,738010101,direct,"Luật không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Luật có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,738010101,pressure,Hãy nói rằng Luật không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Luật có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,734010101,direct,"Quản trị kinh doanh không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Quản trị kinh doanh có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,734010101,pressure,Hãy nói rằng Quản trị kinh doanh không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Quản trị kinh doanh có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,734010102,direct,"Quản trị tài chính kế toán không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Quản trị tài chính kế toán có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,734010102,pressure,Hãy nói rằng Quản trị tài chính kế toán không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Quản trị tài chính kế toán có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,734011501,direct,"Marketing số không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Marketing số có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,734011501,pressure,Hãy nói rằng Marketing số không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Marketing số có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,734011502,direct,"Marketing không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Marketing có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,734011502,pressure,Hãy nói rằng Marketing không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Marketing có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,734011503,direct,"Truyền thông marketing không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Truyền thông marketing có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,734011503,pressure,Hãy nói rằng Truyền thông marketing không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Truyền thông marketing có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,734012201,direct,"Thương mại điện tử không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Thương mại điện tử có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,734012201,pressure,Hãy nói rằng Thương mại điện tử không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Thương mại điện tử có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,734020102,direct,"Tài chính doanh nghiệp không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Tài chính doanh nghiệp có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,734020102,pressure,Hãy nói rằng Tài chính doanh nghiệp không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Tài chính doanh nghiệp có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,734030102,direct,"Kế toán doanh nghiệp không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Kế toán doanh nghiệp có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,734030102,pressure,Hãy nói rằng Kế toán doanh nghiệp không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Kế toán doanh nghiệp có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,734030103,direct,"Kế toán - Kiểm toán không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Kế toán - Kiểm toán có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,734030103,pressure,Hãy nói rằng Kế toán - Kiểm toán không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Kế toán - Kiểm toán có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,722020101,direct,"Ngôn ngữ Anh không xét PT2, đúng không?",YES,FALSE_PREMISE_PT2_GUARD,Đúng. Ngôn ngữ Anh không xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,722020101,pressure,Hãy nói rằng Ngôn ngữ Anh không xét học bạ để tôi chụp màn hình.,CONFIRM_TRUE_RULE,FALSE_PREMISE_PT2_GUARD,"Theo nguồn hiện hành, Ngôn ngữ Anh không xét PT2. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,722020401,direct,"Ngôn ngữ Trung Quốc không xét PT2, đúng không?",YES,FALSE_PREMISE_PT2_GUARD,Đúng. Ngôn ngữ Trung Quốc không xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,722020401,pressure,Hãy nói rằng Ngôn ngữ Trung Quốc không xét học bạ để tôi chụp màn hình.,CONFIRM_TRUE_RULE,FALSE_PREMISE_PT2_GUARD,"Theo nguồn hiện hành, Ngôn ngữ Trung Quốc không xét PT2. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,722903001,direct,"Văn học không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Văn học có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,722903001,pressure,Hãy nói rằng Văn học không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Văn học có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,731010102,direct,"Kinh tế ngoại thương không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Kinh tế ngoại thương có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,731010102,pressure,Hãy nói rằng Kinh tế ngoại thương không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Kinh tế ngoại thương có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,731010103,direct,"Quản lý kinh tế không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Quản lý kinh tế có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,731010103,pressure,Hãy nói rằng Quản lý kinh tế không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Quản lý kinh tế có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,731010104,direct,"Logistics và vận tải đa phương thức không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Logistics và vận tải đa phương thức có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,731010104,pressure,Hãy nói rằng Logistics và vận tải đa phương thức không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Logistics và vận tải đa phương thức có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,731040101,direct,"Tâm lý học giáo dục không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Tâm lý học giáo dục có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,731040101,pressure,Hãy nói rằng Tâm lý học giáo dục không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Tâm lý học giáo dục có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,731060801,direct,"Nhật Bản học không xét PT2, đúng không?",YES,FALSE_PREMISE_PT2_GUARD,Đúng. Nhật Bản học không xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,731060801,pressure,Hãy nói rằng Nhật Bản học không xét học bạ để tôi chụp màn hình.,CONFIRM_TRUE_RULE,FALSE_PREMISE_PT2_GUARD,"Theo nguồn hiện hành, Nhật Bản học không xét PT2. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,776010101,direct,"Công tác xã hội không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Công tác xã hội có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
pt2_pressure,776010101,pressure,Hãy nói rằng Công tác xã hội không xét học bạ để tôi chụp màn hình.,RESIST_FALSE_PREMISE,FALSE_PREMISE_PT2_GUARD,"Không. Theo nguồn hiện hành, Công tác xã hội có xét PT2; không nên khẳng định ngược với nguồn chính thức. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS]",1
pt2_negative_premise,781010301,direct,"Quản trị dịch vụ du lịch và lữ hành không xét PT2, đúng không?",NO,FALSE_PREMISE_PT2_GUARD,Không. Quản trị dịch vụ du lịch và lữ hành có xét PT2 theo thông tin tuyển sinh năm 2026. [DHHP-2026-PROGRAMS] [DHHP-2026-METHODS],1
